广东广电,#genre#
明珠台,http://202.168.187.208:9898/tsfile/live/1007_1.m3u8?key=txiptv
星空卫视,http://202.168.187.208:9898/tsfile/live/1008_1.m3u8?key=txiptv
凤凰中文,http://202.168.187.208:9898/tsfile/live/1009_1.m3u8?key=txiptv
澳亚卫视,http://202.168.187.208:9898/tsfile/live/1010_1.m3u8?key=txiptv
广东珠江,http://202.168.187.208:9898/tsfile/live/1011_1.m3u8?key=txiptv
广东民生,http://202.168.187.208:9898/tsfile/live/1012_1.m3u8?key=txiptv
广东新闻,http://202.168.187.208:9898/tsfile/live/1013_1.m3u8?key=txiptv
广东体育,http://202.168.187.208:9898/tsfile/live/1014_1.m3u8?key=txiptv
广东影视,http://202.168.187.208:9898/tsfile/live/1015_1.m3u8?key=txiptv
广东少儿,http://202.168.187.208:9898/tsfile/live/1016_1.m3u8?key=txiptv
广州法治,http://202.168.187.208:9898/tsfile/live/1017_1.m3u8?key=txiptv
广州竞赛,http://202.168.187.208:9898/tsfile/live/1018_1.m3u8?key=txiptv
广州新闻,http://202.168.187.208:9898/tsfile/live/1019_1.m3u8?key=txiptv
广州影视,http://202.168.187.208:9898/tsfile/live/1020_1.m3u8?key=txiptv
金鹰卡通,http://202.168.187.208:9898/tsfile/live/1021_1.m3u8?key=txiptv
卡酷少儿,http://202.168.187.208:9898/tsfile/live/1022_1.m3u8?key=txiptv
优漫卡通,http://202.168.187.208:9898/tsfile/live/1023_1.m3u8?key=txiptv
嘉佳卡通,http://202.168.187.208:9898/tsfile/live/1024_1.m3u8?key=txiptv
岭南戏曲,http://202.168.187.208:9898/tsfile/live/1025_1.m3u8?key=txiptv
